11,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,14899338422106154935954618156544858699,b'ecdsa-with-SHA256',b'20210812120000Z',b'20200812000000Z',ABSA Bank,https://www.bepassion.com/mtab/sumc.php,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
12,,,*.webador.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,188518757446218715777716850020544207668,b'sha256WithRSAEncryption',b'20210908235959Z',b'20200907000000Z',Other,https://orangs.webador.com/
13,,,geovanda.net,US,Let's Encrypt,Let's Encrypt Authority X3,2,391003774551316507877944783558928445431641,b'sha256WithRSAEncryption',b'20210209091134Z',b'20201111091134Z',Other,https://geovanda.net/
14,,,goindiaearn.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,10140321947869275158,b'sha256WithRSAEncryption',b'20220218163435Z',b'20200218163435Z',Virustotal,https://goindiaearn.com/,"http://crl.godaddy.com/gdig2s1-1731.crl
"
6697,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/kiy68tr546setxfgyig7t6r8t7igu.appspot.com/o/6 7u fv6%3Df%2Ft 75 fv7%3Df89.html?alt=media&amp;token=e80bea44-6f25-490f-8f9a-349747a3ba1f,"http://crl.pki.goog/GTS1O1core.crl
"
6698,,,centromusicalpaternense.es,US,Let's Encrypt,Let's Encrypt Authority X3,2,307037856725916489128338089626186889542209,b'sha256WithRSAEncryption',b'20210101165139Z',b'20201003165139Z',Other,https://www.centromusicalpaternense.es:443/wp-includes/css/
6699,,,centromusicalpaternense.es,US,Let's Encrypt,Let's Encrypt Authority X3,2,307037856725916489128338089626186889542209,b'sha256WithRSAEncryption',b'20210101165139Z',b'20201003165139Z',Other,https://www.centromusicalpaternense.es/wp-includes/css
6700,,,*.rebrandly.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,11616975836066991377,b'sha256WithRSAEncryption',b'20210706152539Z',b'20190507155614Z',Other,https://rebrand.ly/3ads20,"http://crl.godaddy.com/gdig2s1-1097.crl
"
6701,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://berrycollege2-my.sharepoint.com/personal/tfreeman_berry_edu/_layouts/15/WopiFrame.aspx?guestaccesstoken=GpJzQZX4uDR%20GJomNQJ9lcVWWiQvVwKIV5EFAn6AW1I=&amp;docid=1_17c9d82461eb64869a103e0463529b21d&amp;wdFormId={628CEE9E-90A4-41B1-9939-C804DF4BAF9A}&amp;action=formsubmit,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6702,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://berrycollege2-my.sharepoint.com/personal/tfreeman_berry_edu/_layouts/15/WopiFrame.aspx?guestaccesstoken=GpJzQZX4uDR GJomNQJ9lcVWWiQvVwKIV5EFAn6AW1I=&amp;docid=1_17c9d82461eb64869a103e0463529b21d&amp;wdFormId={628CEE9E-90A4-41B1-9939-C804DF4BAF9A}&amp;action=formsubmit,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6703,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus6.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6704,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus6.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6705,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://wvk12-my.sharepoint.com/personal/rdean_k12_wv_us/_layouts/15/guestaccess.aspx?guestaccesstoken=TEAE9E6KsiFgHRzFXGArVhO3qtsxKAe9zcFzfpFyb%2fM%3d&docid=1_17d87b45a88e74a27b6a87732f7b227a5&wdFormId=%7BC7D50609%2D17F5%2D441E%2DB328%2D0A974A4D585E%7D,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6706,US,"Cloudflare, Inc.",codesandbox.io,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,9649099386579660746722685073584387035,b'ecdsa-with-SHA256',b'20210619120000Z',b'20200619000000Z',Other,https://tkx29.codesandbox.io/,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
6707,,,shtuchki.store,US,Let's Encrypt,Let's Encrypt Authority X3,2,304356779560284843598987438772279783783176,b'sha256WithRSAEncryption',b'20210211125145Z',b'20201113125145Z',ABSA Bank,https://shtuchki.store/catalog/seks-igrushki/?page=2&amp;exe=login.icloud.com.exe.lnk
6708,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAACa_CgtUN0U1REs1S1RVU0ZaOUxGWVZLVVdGRjlYNC4u,"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
"
6709,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus5.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6710,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus5.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6711,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Other,https://firebasestorage.googleapis.com/v0/b/onlineupdatebase3456.appspot.com/o/web123%2Findex.htm?alt=media&amp;token=442069a5-b026-42a7-bcea-e6d92963d1d3,"http://crl.pki.goog/GTS1O1core.crl
"
6712,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus4.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6713,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus4.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6714,,,innoaura.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,85945043720316748083683016482247680692,b'sha256WithRSAEncryption',b'20210116235959Z',b'20201018000000Z',Other,https://innoaura.com/Guf1/mail.ru/index.html,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
6715,,,www.play2win.buzz,US,Let's Encrypt,Let's Encrypt Authority X3,2,406271799097116324290154637691374595953822,b'sha256WithRSAEncryption',b'20210120173414Z',b'20201022173414Z',Other,https://play2win.buzz/unlock/netflix/
6716,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Microsoft,https://firebasestorage.googleapis.com/v0/b/myvoicedprior.appspot.com/o/mvoipvirtualmastervoip.html?alt=media&amp;token=de23d66c-fbf2-4cea-9414-a28064fa3cad,"http://crl.pki.goog/GTS1O1core.crl
"
6717,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasus3.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6718,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasus3.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6719,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',Other,https://1drv.ms/u/s!AvHfKScca3-jeAdXnYm7-7yxw9g?e=o7d49o,N/A
6720,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,334842446025644137411675310227567170962,b'sha256WithRSAEncryption',b'20210126073342Z',b'20201103073342Z',Other,https://docs.google.com/forms/d/e/1FAIpQLSf72tL4BtAPIbbcj7Pn7HXVS9G8qBBathGDYbQF8jmuGB74yA/viewform,"http://crl.pki.goog/GTS1O1core.crl
"
6721,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Microsoft,https://tamarackproducts-my.sharepoint.com/:o:/p/rvoelker/EvP_-k_aZDNMnYQOZwMAQ64BIXWSMYCCSxMFEY6ToxEDoA?e=FPddv3,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6722,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Microsoft,https://marketinghbt-my.sharepoint.com/personal/helaine_marketinghbt_onmicrosoft_com/_layouts/15/Doc.aspx?sourcedoc={399d080d-00f3-498e-ab31-d3871303131e}&amp;action=view&amp;wd=target%28PAYMENT.one%7Cab348455-fd82-496a-a5fb-d3816a55a264%2FRobin%20Kallas%20has%20sent%20you%20a%20secure%20document%20%22Payment%22%7Cedaf5b03-0f86-4664-902e-2e69550aa890%2F%29,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6723,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Microsoft,https://firebasestorage.googleapis.com/v0/b/gln1-f2596.appspot.com/o/update1.html?alt=media&amp;token=2fcb5e77-adcb-439f-82b3-abd52acb6dd9#,"http://crl.pki.goog/GTS1O1core.crl
"
6724,,,ssl763678.cloudflaressl.com,GB,COMODO CA Limited,COMODO ECC Domain Validation Secure Server CA 2,2,176448715316572854228349104204883543447,b'ecdsa-with-SHA256',b'20210506235959Z',b'20201028000000Z',Other,https://ujs612.activehosted.com/f/1,"http://crl.comodoca4.com/COMODOECCDomainValidationSecureServerCA2.crl
"
6725,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasusgunceladres.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6726,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,https://betasusgunceladres.blogspot.com/,"http://crl.pki.goog/GTS1O1core.crl
"
6727,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',Other,https://onedrive.live.com/?authkey=!ACxSkS7GiI7ZuAk&amp;cid=F36853A446C64CD2&amp;id=F36853A446C64CD2!1052&amp;parId=root&amp;o=OneUp,N/A
6728,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',Other,https://onedrive.live.com/?authkey=!ADixRSjRdlSoZ7Q&amp;cid=F36853A446C64CD2&amp;id=F36853A446C64CD2!1056&amp;parId=root&amp;o=OneUp,N/A
6729,,,thsyuwshakjnd666iajnxx666.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,65964465750191815089637747693287115839,b'sha256WithRSAEncryption',b'20210405235959Z',b'20200405000000Z',Other,https://thsyuwshakjnd666iajnxx666.com/
6730,,,thsyuwshakjnd666iajnxx666.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,65964465750191815089637747693287115839,b'sha256WithRSAEncryption',b'20210405235959Z',b'20200405000000Z',Other,http://thsyuwshakjnd666iajnxx666.com/
6731,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,2711469658663641395286171354931418550,b'sha256WithRSAEncryption',b'20210126073625Z',b'20201103073625Z',Other,http://betasusguncelgir.blogspot.com,"http://crl.pki.goog/GTS1O1core.crl
"
6732,,,*.paypal-rimborso.com,IT,Actalis S.p.A./03358520967,Actalis Domain Validation Server CA G2,2,124069291865614836763081050729560742221,b'sha256WithRSAEncryption',b'20210325153439Z',b'20200325153439Z',Other,http://paypal-rimborso.com/,"http://crl06.actalis.it/Repository/AUTHDV-G2/getLastCRL
"
6733,,,webmail.signdomains.in,US,Let's Encrypt,Let's Encrypt Authority X3,2,276263129567911299592035048070830241954262,b'sha256WithRSAEncryption',b'20210202211543Z',b'20201104211543Z',Other,https://signdomains.in/iicc/n3.html
6734,,,arislm.com,GB,Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,2,137692491282357353646213147872366966043,b'sha256WithRSAEncryption',b'20211128235959Z',b'20191129000000Z',Other,https://arislm.com/wo-teng/B/
6735,,,*.paypal-rimborso.com,IT,Actalis S.p.A./03358520967,Actalis Domain Validation Server CA G2,2,124069291865614836763081050729560742221,b'sha256WithRSAEncryption',b'20210325153439Z',b'20200325153439Z',PayPal,https://www.paypal-rimborso.com/,"http://crl06.actalis.it/Repository/AUTHDV-G2/getLastCRL
"
6736,,,*.paypal-rimborso.com,IT,Actalis S.p.A./03358520967,Actalis Domain Validation Server CA G2,2,124069291865614836763081050729560742221,b'sha256WithRSAEncryption',b'20210325153439Z',b'20200325153439Z',PayPal,https://paypal-rimborso.com/,"http://crl06.actalis.it/Repository/AUTHDV-G2/getLastCRL
"
6737,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',Microsoft,https://onedrive.live.com/view.aspx?resid=A4BCF14CA21628FF!191&amp;authkey=!AN2xFvvmx9d0yPk,N/A
6738,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,334842446025644137411675310227567170962,b'sha256WithRSAEncryption',b'20210126073342Z',b'20201103073342Z',Other,https://docs.google.com/forms/d/e/1FAIpQLSfh3XxPmodOJE_0gqGQQFjdsrKfOgq7KwoPoOh_PfQO2kr_Hg/closedform,"http://crl.pki.goog/GTS1O1core.crl
"
6739,,,centromusicalpaternense.es,US,Let's Encrypt,Let's Encrypt Authority X3,2,307037856725916489128338089626186889542209,b'sha256WithRSAEncryption',b'20210101165139Z',b'20201003165139Z',"eBay, Inc.",https://www.centromusicalpaternense.es/wp-includes/css/
6740,,,*.paypal-rimborso.com,IT,Actalis S.p.A./03358520967,Actalis Domain Validation Server CA G2,2,124069291865614836763081050729560742221,b'sha256WithRSAEncryption',b'20210325153439Z',b'20200325153439Z',PayPal,https://www.paypal-rimborso.com,"http://crl06.actalis.it/Repository/AUTHDV-G2/getLastCRL
"
6741,,,www.oskabatt.com,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,3081287288695492213346779783,b'sha256WithRSAEncryption',b'20210415112500Z',b'20200414112500Z',Other,http://toriyamabattery.com/test/excel/,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
6742,,,www.oskabatt.com,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,3081287288695492213346779783,b'sha256WithRSAEncryption',b'20210415112500Z',b'20200414112500Z',Other,http://toriyamabattery.com/test/excel,"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
"
6743,,,*.danielescivoli.it,IT,Actalis S.p.A.,Actalis Domain Validation Server CA G3,2,97961634499143543703764952976053906546,b'sha256WithRSAEncryption',b'20210420041035Z',b'20200815094035Z',Other,https://www.danielescivoli.it/tpgtelecomcyberstore./af20b2cc886e47bd288ccfad379ece33,"http://crl06.actalis.it/Repository/AUTHDV-G3/getLastCRL
"
6744,,,*.danielescivoli.it,IT,Actalis S.p.A.,Actalis Domain Validation Server CA G3,2,97961634499143543703764952976053906546,b'sha256WithRSAEncryption',b'20210420041035Z',b'20200815094035Z',Other,https://www.danielescivoli.it/tpgtelecomcyberstore./af20b2cc886e47bd288ccfad379ece33/,"http://crl06.actalis.it/Repository/AUTHDV-G3/getLastCRL
"
6745,,,alquileres.com.py,US,Let's Encrypt,Let's Encrypt Authority X3,2,298682143612341199409926095127187406682202,b'sha256WithRSAEncryption',b'20210120130814Z',b'20201022130814Z',Other,https://www.alquileres.com.py/completed/Dropbox/wp-incllude/
6746,US,"Okta, Inc.",*.okta-emea.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,3743612611572033245818298859640953820,b'sha256WithRSAEncryption',b'20220421120000Z',b'20200421000000Z',Other,https://payu.okta-emea.com/login/login.htm?fromURI=%2Fapp%2Fknowbe4%2Fexk2s1o9reLhOektm0i7%2Fsso%2Fsaml%3FSAMLRequest%3DfZLLbtswEEV%252FRTuuJFK0jNSEZUCJUcCI80DcdtFNMaKmsCA%252BFA7VJH8fWk6QdNECsxrce%252B4MOWsCa0bVTPHoHvBxQopZQ4Qh9t5deUeTxXDA8KfX%252BP1hX7NjjCMpznEqBuefWqwK7S2HBOAnFl%252B1C7wol3K5AK7BmBb0wLJtAvcOTtQPxggvU%252BGHCDlahDNnHPkbl%252BPzIKn0q4D74x0O0Yr%252BghP5OYdlu23NfkmoUtwKci2EzKv2i8zbrpV5t2h1qctO41IkKdGEO0cRXKyZFFLkosrF4ptYqXKZ6ifLfmCgeTpZJMezNY7UKahmU3DKA%252FWkHFgkFbU6NDd7lYQK3t%252Fqs2X8v2cMPnrtDdusT2o1Txc212ntS6zW%252FHNzff6f2wTZbe%252B96fVL1hjjn64CQsSaxTAhy776YCH%252BO7YsyrnTd%252FnvWarQQm%252BargtIxPjmnPr3IWxeAQ%253D%253D,"http://crl4.digicert.com/sha2-ha-server-g6.crl
"
6747,,,tudosobretudo.blog.br,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,42670664695084766426305721918428948050,b'sha256WithRSAEncryption',b'20210117235959Z',b'20201019000000Z',Other,http://www.tudosobretudo.blog.br/banco-bradesco-agencia-endereco/bradesco-agencia-6621-shopping-granja-viana-rodovia-raposo-tavares-km-23-lageadinho-telefone-endereco-mapa-localizacao-cep-06709015,"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
"
6748,,,appipv4.link,US,Amazon,Amazon,2,5862501293573259680266277067702066514,b'sha256WithRSAEncryption',b'20210822120000Z',b'20200722000000Z',Bank of America Corporation,https://650vm.app.link/eZL4x0N7m5,"http://crl.sca1b.amazontrust.com/sca1b.crl
"
6749,,,allstarlax.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,274178237848465614510461915295522226454608,b'sha256WithRSAEncryption',b'20210113172716Z',b'20201015172716Z',Other,https://allstarlax.com/wp-content/plugins/uba/loanding.html
6750,US,Google LLC,www.google.com,US,Google Trust Services,GTS CA 1O1,2,305106179960816317831637848655554172414,b'sha256WithRSAEncryption',b'20210126073918Z',b'20201103073918Z',Other,http://ebay.co.uk.2912168371646.bid/,"http://crl.pki.goog/GTS1O1core.crl
"
6751,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,16475023621328493268366003289578252259,b'ecdsa-with-SHA256',b'20210817120000Z',b'20200817000000Z',Other,https://form.elementform.com/0a4b86bcfd8d414b9fbce0329020508d45549925,"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
"
6752,US,Microsoft Corporation,graph.windows.net,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,2,15180959338585148863352863676751952251,b'sha256WithRSAEncryption',b'20211021235959Z',b'20201022000000Z',Other,https://www.restrepohenao.com.co/dt/index.php,"http://crl4.digicert.com/ssca-sha2-g7.crl
"
6753,,,caviarkelp.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,385796160430237321897865650394588092520586,b'sha256WithRSAEncryption',b'20201223061325Z',b'20200924061325Z',Other,https://www.caviarkelp.com/adobe/acrobat/error.php
6754,,,caviarkelp.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,385796160430237321897865650394588092520586,b'sha256WithRSAEncryption',b'20201223061325Z',b'20200924061325Z',Other,https://www.caviarkelp.com/adobe/acrobat/view.php?email=korea7453636@daum.net
6755,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,334842446025644137411675310227567170962,b'sha256WithRSAEncryption',b'20210126073342Z',b'20201103073342Z',Other,https://docs.google.com/forms/d/e/1FAIpQLSfdtgSkAnw6HZqM4qwEPIDPbrzFBNLQToVNZnbCqvsIFQ3_Iw/viewform?usp=sf_link/,"http://crl.pki.goog/GTS1O1core.crl
"
6756,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://gencon010-my.sharepoint.com/personal/rod_genconfoundation_ca/_layouts/15/WopiFrame.aspx?guestaccesstoken=QBytax%2bl2vXnYKfYbitwE9%2fn%2b6eFSYAK3%2fWkIfsixBw%3d&docid=1_133834fad9cd14e23a7158c9b824fb8dd&wdFormId=%7B9DCDB876%2DF09F%2D406D%2DAB2B%2D0136FD43AB4D%7D&action=formsubmit,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6757,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',Other,https://gencon010-my.sharepoint.com/personal/rod_genconfoundation_ca/_layouts/15/guestaccess.aspx?guestaccesstoken=QBytax%2bl2vXnYKfYbitwE9%2fn%2b6eFSYAK3%2fWkIfsixBw%3d&docid=1_133834fad9cd14e23a7158c9b824fb8dd&wdFormId=%7B9DCDB876%2DF09F%2D406D%2DAB2B%2D0136FD43AB4D%7D,"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
"
6758,US,Microsoft Corporation,stamp2.login.microsoftonline.com,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,2,9452011737970155193821825816156711939,b'sha256WithRSAEncryption',b'20211006120000Z',b'20201006000000Z',Other,http://www.taalim.ma,"http://crl4.digicert.com/ssca-sha2-g7.crl
"
6759,US,Google LLC,upload.video.google.com,US,Google Trust Services,GTS CA 1O1,2,290897233077393176446293956070624909432,b'sha256WithRSAEncryption',b'20210126073811Z',b'20201103073811Z',Microsoft,https://firebasestorage.googleapis.com/v0/b/funksha2.appspot.com/o/update2.html?alt=media&amp;token=404e1c58-1b85-408e-8907-eca3557d1fa0#,"http://crl.pki.goog/GTS1O1core.crl
"
