2,,,jurlebedev.ru,US,Let's Encrypt,Let's Encrypt Authority X3,2,384401195725433461728219761991859722385141,b'sha256WithRSAEncryption',b'20201231020304Z',b'20201002020304Z',Other,https://jurlebedev.ru/wp-content/languages/BPD/Popularenlinea/Home.html
3,,,citacrsucursales.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,398958487772549625542225963653940622666347,b'sha256WithRSAEncryption',b'20210208152405Z',b'20201110152405Z',Other,https://citacrsucursales.com/
4,,,services.runescape.com-acceptgift.xyz,US,Let's Encrypt,Let's Encrypt Authority X3,2,288939375618447643205540194058048111842311,b'sha256WithRSAEncryption',b'20210209153740Z',b'20201111153740Z',Other,https://services.runescape.com-acceptgift.xyz/
5,,,blackwood.biz.ua,US,Let's Encrypt,Let's Encrypt Authority X3,2,307435156863807950990901960805022353319386,b'sha256WithRSAEncryption',b'20210105175800Z',b'20201007175800Z',Internal Revenue Service,https://blackwood.biz.ua/irswin.html#11
7314,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://sylviamclain-my.sharepoint.com/personal/sylvia_sylviamclain_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=UPb1cRnmNypLjdqQCkkArBjkN2Rlitq4OTpLJlYYSoE=&amp;docid=1_1c137d9cfdf0c4518a86e6db683563e30&amp;wdFormId={79C56373-6E2C-4F1C-9679-6C47534174D5}&amp;action=formsubmit
7315,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',N/A,Other,https://onedrive.live.com/?authkey=%21AM%5F1fGzD8staoLs&cid=362259935A9D4584&id=362259935A9D4584%2117198&parId=root&o=OneUp
7316,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
",Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__SEYwchUNEhDTzM5VjAyVjZKMlVRS0VWNVBNUjhNMy4u
7317,,,www.andrewcarr.org,US,Let's Encrypt,Let's Encrypt Authority X3,2,267003892090026943669397281908571205541961,b'sha256WithRSAEncryption',b'20210206173043Z',b'20201108173043Z',PayPal,https://andrewcarr.org/tneket/customer_center/customer-IDPP00C117/myaccount/identity/?cmd=_session=US&332cc6822605d8fd140a168ca58d16a3&dispatch=a4a105af1aa02c1a9a2bf41599a4fcdc0c838cda
7318,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://parislab-my.sharepoint.com/:o:/g/personal/julie_belzanne_parisandco_com/ElLpB_qygW9MmV02jxQLtMwBNwu6LeXv1b7hmFHMUoACIA?e=cCVeCG
7319,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
",Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZ__gsF4_ZUOFRWV1IxS0FKWVZXVjhFMEkwMzRLVVBRRi4u
7320,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',N/A,Internal Revenue Service,https://1drv.ms/b/s!Aru9y_X5ti8jgRBqzb4cE--s-8nJ?e=G9a1bE
7321,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
",Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAANAARZinhFURFkyTlZNNVQ2R0FUMFhISEpTN0I2SjdCSi4u
7322,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://cteam-my.sharepoint.com/:o:/g/personal/michael_hammes_cteam_de/Emvsa57h96dFn3pDOrq6H9QBfjiOxaqWsF3Sn9GVu8tkzQ?e=nVHBcy
7323,,,rhizucor.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,316871881787699926729162283985952155421,b'sha256WithRSAEncryption',b'20210124235959Z',b'20201026000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",PayPal,https://rhizucor.com/index.php
7324,,,personalbravery.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,392743467308432966601114943006361959824984,b'sha256WithRSAEncryption',b'20210102041907Z',b'20201004041907Z',PayPal,https://personalbravery.com/authflow/verification/
7325,US,Google LLC,accounts.google.com,US,Google Trust Services,GTS CA 1O1,2,217890484305401400765983076620628514584,b'sha256WithRSAEncryption',b'20210120162351Z',b'20201028162351Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://storage.cloud.google.com/user7773578ixh1092839.appspot.com/index.html#estewart30@legalshield.com
7326,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
",Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZ__gs1jIBUMzJHWkEzSDZVWVZENDNNWlY0R0ZKMjRMTC4u
7327,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
",Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAO__SNRwtpUQjVENEcwQkZBNFdFR1JKU0NKQjlWRzdSRC4u
7328,US,Google LLC,misc-sni.blogspot.com,US,Google Trust Services,GTS CA 1O1,2,296682980186541611747522888377177150567,b'sha256WithRSAEncryption',b'20210112180524Z',b'20201020180524Z',"http://crl.pki.goog/GTS1O1core.crl
",PayPal,https://rediractionid547012016089540218057.blogspot.com/
7329,US,"Box, Inc.",app.box.com,US,DigiCert Inc,GeoTrust RSA CA 2018,2,6913565185727846412733887931604962240,b'sha256WithRSAEncryption',b'20220723120000Z',b'20200623000000Z',"http://cdp.geotrust.com/GeoTrustRSACA2018.crl
",Other,https://app.box.com/s/b9fu9axf9rcv7bhjp80fpcm8zna5wcwi
7330,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://netorgft2223515-my.sharepoint.com/:x:/r/personal/leon_leongavartin_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=xAMH1YiE5ztBEHYMkWldCb6bKcF1kqp13dWjvausWg4%3d&docid=1_10f85e31d21194b00bc5c96bd48a6a4fc&wdFormId=%7B702D2762%2DF654%2D423B%2DBA6B%2D850079F6ED46%7D&action=formsubmit
7331,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://netorgft2223515-my.sharepoint.com/personal/leon_leongavartin_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=xAMH1YiE5ztBEHYMkWldCb6bKcF1kqp13dWjvausWg4%3d&docid=1_10f85e31d21194b00bc5c96bd48a6a4fc&wdFormId=%7B702D2762%2DF654%2D423B%2DBA6B%2D850079F6ED46%7D&action=formsubmit&cid=78b96c55-f4b4-49a8-ba46-9d2cd15837b5
7332,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,https://sylviamclain-my.sharepoint.com/personal/sylvia_sylviamclain_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=UPb1cRnmNypLjdqQCkkArBjkN2Rlitq4OTpLJlYYSoE%3d&docid=1_1c137d9cfdf0c4518a86e6db683563e30&wdFormId=%7B79C56373%2D6E2C%2D4F1C%2D9679%2D6C47534174D5%7D&action=formsubmit
7333,DE,Neue Medien Muennich,*.all-inkl.com,GB,Sectigo Limited,Sectigo RSA Organization Validation Secure Server CA,2,17589320013118140044710167771636536500,b'sha256WithRSAEncryption',b'20220607235959Z',b'20200511000000Z',"http://crl.sectigo.com/SectigoRSAOrganizationValidationSecureServerCA.crl
",Other,http://test103126.test-account.com/AT&T-Login.htm
7334,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,192844203081293630438838947946239562813,b'sha256WithRSAEncryption',b'20210112180328Z',b'20201020180328Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://docs.google.com/forms/d/e/1FAIpQLSeRjLXgDuKwAtaoiQ24FRcNMnnL5xArTWn4LNT3YtxWOu57mg/viewform?usp=send_form
7335,US,Microsoft Corporation,forms.office.com,BE,GlobalSign nv-sa,GlobalSign Organization Validation CA - SHA256 - G3,2,15206533917574472054634110571,b'sha256WithRSAEncryption',b'20220219071139Z',b'20200219071139Z',"http://crl.globalsign.com/gsorganizationvalsha2g3.crl
",Other,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAYAAAUNXyRUMTZMRlNNV1hWVFdWR1ZINVZUTFRTVkE0Ty4u
7336,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Microsoft,https://icartmiami-my.sharepoint.com/:o:/p/angela/EpFsXQ5M9n5OoOQaI2feBd4BRvctX6tCvIeI254z_32EBA?e=5%3a0Fzd4q&amp;at=9
7337,,,onedrive.com,US,Microsoft Corporation,Microsoft RSA TLS CA 02,2,2832194808711272026710970968893646266500677315,b'sha256WithRSAEncryption',b'20211013005207Z',b'20201013005207Z',N/A,Other,https://1drv.ms/o/s!AsDOqhDzchZKcekSmE1zxZ0tBys
7338,US,"Box, Inc.",app.box.com,US,DigiCert Inc,GeoTrust RSA CA 2018,2,6913565185727846412733887931604962240,b'sha256WithRSAEncryption',b'20220723120000Z',b'20200623000000Z',"http://cdp.geotrust.com/GeoTrustRSACA2018.crl
",Hotmail,https://app.box.com/s/if8xiaou5slu0ul71eoswkk6l13byalw
7339,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,102007888519749433983377694941369194089,b'sha256WithRSAEncryption',b'20210120161745Z',b'20201028161745Z',"http://crl.pki.goog/GTS1O1core.crl
",Google,https://asadg43sdsa.appspot.com/
7340,US,"Box, Inc.",app.box.com,US,DigiCert Inc,GeoTrust RSA CA 2018,2,6913565185727846412733887931604962240,b'sha256WithRSAEncryption',b'20220723120000Z',b'20200623000000Z',"http://cdp.geotrust.com/GeoTrustRSACA2018.crl
",Other,https://app.box.com/s/nnetuxxysx9wh6g5oim0kcvfx5h3q5t7
7341,CN,"Beijing Sogou Technology Development Co., Ltd.",*.sogou.com,BE,GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,2,28096748772170826587840152871,b'sha256WithRSAEncryption',b'20210722052741Z',b'20200428033050Z',Other,http://translate.sogoucdn.com/pcvtsnapshotorigin?_t=1527230263291&amp;from=en&amp;noTrans=0&amp;query=&amp;tabMode=1&amp;tfr=englishpc&amp;to=zh-CHS&amp;url=https://www.wellsfargo.com
7342,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Microsoft,https://attechgroup.sharepoint.com/_layouts/15/guestaccess.aspx?guestaccesstoken=j5rtK2gMvL%2fdqyWFfJCTiGqsYN7TFnlEUgAxCe4BZO0%3d&amp;docid=1_18f942ad378fa4fbf9ee99027cc9f7152&amp;wdFormId=%7B182D6AB5%2DEE74%2D4A07%2DA226%2D7C88DEAC034F%7D
7343,,,*.4everproxy.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,316044996032473788970266159246523273601152,b'sha256WithRSAEncryption',b'20210206042302Z',b'20201108042302Z',Other,https://phx.blewpass.com/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tL2xvZ2luLnBocD9uZXh0PWh0dHBzJTNBJTJGJTJGbW9iaWxlLmZhY2Vib29rLmNvbSUyRm5vdGlmaWNhdGlvbnMucGhwJTNGcmVmX2NvbXBvbmVudCUzRG1iYXNpY19ob21lX2hlYWRlciUyNnJlZl9wYWdlJTNEJTI1MkZ3YXAlMjUyRmhvbWUucGhwJTI2cmVmaWQlM0Q3JnJlZnNyYz1odHRwcyUzQSUyRiUyRm1vYmlsZS5mYWNlYm9vay5jb20lMkZub3RpZmljYXRpb25zLnBocCZyZWZpZD03JnJlZl9jb21wb25lbnQ9bWJhc2ljX2hvbWVfaGVhZGVyJl9yZHI-
7344,,,*.4everproxy.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,316044996032473788970266159246523273601152,b'sha256WithRSAEncryption',b'20210206042302Z',b'20201108042302Z',Other,http://phx.blewpass.com/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tL2xvZ2luLnBocD9uZXh0PWh0dHBzJTNBJTJGJTJGbW9iaWxlLmZhY2Vib29rLmNvbSUyRm5vdGlmaWNhdGlvbnMucGhwJTNGcmVmX2NvbXBvbmVudCUzRG1iYXNpY19ob21lX2hlYWRlciUyNnJlZl9wYWdlJTNEJTI1MkZ3YXAlMjUyRmhvbWUucGhwJTI2cmVmaWQlM0Q3JnJlZnNyYz1odHRwcyUzQSUyRiUyRm1vYmlsZS5mYWNlYm9vay5jb20lMkZub3RpZmljYXRpb25zLnBocCZyZWZpZD03JnJlZl9jb21wb25lbnQ9bWJhc2ljX2hvbWVfaGVhZGVyJl9yZHI-
7345,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://emsi-lobo.firebaseapp.com/
7346,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://foresta-mod.firebaseapp.com/
7347,,,*.plantsmansgardentours.com,US,DigiCert Inc,Encryption Everywhere DV TLS CA - G1,2,5233943061252570163593030411164678964,b'sha256WithRSAEncryption',b'20211019120000Z',b'20201005000000Z',Other,https://plantsmansgardentours.com/Library/o/index.php?m=dGVzdEB0ZXN0LnBs
7348,,,southwesthoney.com,US,"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,2,15807798787524101960,b'sha256WithRSAEncryption',b'20210216073100Z',b'20180216073100Z',"http://crl.godaddy.com/gdig2s1-808.crl
",Other,https://waynedalenews.com/Adr/CH
7349,,,brainsconsulting.ro,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,241319318704408813398300017472752967825,b'sha256WithRSAEncryption',b'20210107235959Z',b'20201009000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,http://brainsconsulting.ro/a/Support/ID-NUMB973/myaccount/signin
7350,,,reddotarms.com,US,"cPanel, Inc.","cPanel, Inc. Certification Authority",2,248144122334882170516244003736972278826,b'sha256WithRSAEncryption',b'20210115235959Z',b'20201017000000Z',"http://crl.comodoca.com/cPanelIncCertificationAuthority.crl
",Other,http://www.reddotarms.com/min/share
7351,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Microsoft,https://sonne-medoon.firebaseapp.com
7352,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://fene-modi.firebaseapp.com/
7353,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://dogo-lema.firebaseapp.com
7354,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://print-mara.firebaseapp.com
7355,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://foresta-mod.firebaseapp.com
7356,US,Incapsula Inc,incapsula.com,BE,GlobalSign nv-sa,GlobalSign CloudSSL CA - SHA256 - G3,2,31852585575461187456674844468,b'sha256WithRSAEncryption',b'20210707140604Z',b'20201110145700Z',Other,https://www.ftitc.com/project
7357,US,Google LLC,*.appspot.com,US,Google Trust Services,GTS CA 1O1,2,203768346452841351333691763826532312408,b'sha256WithRSAEncryption',b'20210112180242Z',b'20201020180242Z',"http://crl.pki.goog/GTS1O1core.crl
",Google,https://xag42asz.appspot.com/
7358,,,umblr.com,US,Let's Encrypt,Let's Encrypt Authority X3,2,378360538601050419434770335509513245498673,b'sha256WithRSAEncryption',b'20201214130045Z',b'20200915130045Z',Amazon.com,https://9m.no/拠傅
7359,US,Microsoft Corporation,stamp2.login.microsoftonline.com,US,DigiCert Inc,DigiCert SHA2 Secure Server CA,2,9452011737970155193821825816156711939,b'sha256WithRSAEncryption',b'20211006120000Z',b'20201006000000Z',"http://crl4.digicert.com/ssca-sha2-g7.crl
",Other,https://lms.ozyegin.edu.tr/login/index.php
7360,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,4870893777553737387989068647831556097,b'ecdsa-with-SHA256',b'20210803120000Z',b'20200803000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://tinyurl.com/y5npwxnp
7361,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Other,http://bbfunding-my.sharepoint.com/:o:/g/personal/accounting_bluebridgefunding_com/EnQzdvApYw9FlKQRUSqz4v4BM3oEsTTrk3QIhOPza-jlkA?e=WSiTGh
7362,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Microsoft,https://coastwholesaleappliances-my.sharepoint.com/:o:/g/personal/mfiorini_coastappliances_com/EkGIo42ixgVMrGrUj7hSx1sBUjI-eqG6t2m9bxmCb9LAtw?e=4sMG
7363,SE,Loopia Aktiebolag,*.loopia.com,US,DigiCert Inc,DigiCert SHA2 High Assurance Server CA,2,18647132188799515638046728235686569347,b'sha256WithRSAEncryption',b'20210927235959Z',b'20201016000000Z',"http://crl4.digicert.com/sha2-ha-server-g6.crl
",Microsoft,https://admin.baragor.se/fx3/190.html
7364,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://dag-mot-lan.firebaseapp.com/
7365,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://sen-manole.firebaseapp.com/
7366,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://sendo-meso.firebaseapp.com/
7367,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://eusa-lombo.firebaseapp.com/
7368,US,Google LLC,firebaseapp.com,US,Google Trust Services,GTS CA 1O1,2,30193457406299776358924936943330682920,b'sha256WithRSAEncryption',b'20211020175539Z',b'20201021175539Z',"http://crl.pki.goog/GTS1O1.crl
",Orange,https://sunge-ode.firebaseapp.com/
7369,,,*.surveyol.com,BE,GlobalSign nv-sa,AlphaSSL CA - SHA256 - G2,2,38786567748217026746164841471,b'sha256WithRSAEncryption',b'20210310022556Z',b'20190208003126Z',"http://crl2.alphassl.com/gs/gsalphasha2g2.crl
",Other,https://www.surveyol.com/s/56A3B59
7370,US,Google LLC,accounts.google.com,US,Google Trust Services,GTS CA 1O1,2,217890484305401400765983076620628514584,b'sha256WithRSAEncryption',b'20210120162351Z',b'20201028162351Z',"http://crl.pki.goog/GTS1O1core.crl
",Microsoft,https://storage.cloud.google.com/user7773578ixh1092839.appspot.com/index.html
7371,US,Google LLC,accounts.google.com,US,Google Trust Services,GTS CA 1O1,2,217890484305401400765983076620628514584,b'sha256WithRSAEncryption',b'20210120162351Z',b'20201028162351Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://storage.cloud.google.com/user7773578ixh1092839.appspot.com/index.html#john.smith@gmail.com
7372,US,Google LLC,accounts.google.com,US,Google Trust Services,GTS CA 1O1,2,217890484305401400765983076620628514584,b'sha256WithRSAEncryption',b'20210120162351Z',b'20201028162351Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://accounts.google.com/ServiceLogin?service=cds&passive=1209600&continue=https://storage.cloud.google.com/user7773578ixh1092839.appspot.com/index.html&followup=https://storage.cloud.google.com/user7773578ixh1092839.appspot.com/index.html
7373,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,192844203081293630438838947946239562813,b'sha256WithRSAEncryption',b'20210112180328Z',b'20201020180328Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://drive.google.com/file/d/1BCdyItW2VO5JP6YrbDMiY8cfRKCF4tby/view?usp=drive_web
7374,US,Microsoft Corporation,*.sharepoint.com,US,DigiCert Inc,DigiCert Cloud Services CA-1,2,5523863856909840469822075787163678872,b'sha256WithRSAEncryption',b'20211001120000Z',b'20201001000000Z',"http://crl4.digicert.com/DigiCertCloudServicesCA-1-g1.crl
",Microsoft,https://langsjoelab-my.sharepoint.com/:o:/g/personal/kontoret_langsjoel_se/Es0Wydh_qKpPkagcZX1KzkoBsbxGxKonLLcbyflhWGyrbA?e=wVUUr6
7375,,,www.daddy.com.vn,US,Let's Encrypt,Let's Encrypt Authority X3,2,311403699146072186093613494992494294767417,b'sha256WithRSAEncryption',b'20201225213957Z',b'20200926213957Z',Other,https://daddy.com.vn/.docusign/shoppng/u.php
7376,US,"Cloudflare, Inc.",sni.cloudflaressl.com,US,"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,2,18089144919967363947627527945928327054,b'ecdsa-with-SHA256',b'20210706120000Z',b'20200706000000Z',"http://crl4.digicert.com/CloudflareIncECCCA-3.crl
",Other,https://www.mysummercamps.com/forum/For_Camp_Directors_C3/Research_and_Learn_F10/Bridging_the_gap_at_summer_camp/gforum.cgi?url=http://server.bludomain82.com/~bree2/review/#_&amp;?hannah.judge@discsystems.co.uk
7377,US,Google LLC,*.google.com,US,Google Trust Services,GTS CA 1O1,2,192844203081293630438838947946239562813,b'sha256WithRSAEncryption',b'20210112180328Z',b'20201020180328Z',"http://crl.pki.goog/GTS1O1core.crl
",Other,https://docs.google.com/forms/d/e/1FAIpQLSdqCooR5Hd4NVnL0epCI6aq2wC-mk2BFrIzvC5J71phhWxYUg/viewform?usp=send_form
7378,,,test.bayoucitybadges.org,US,Let's Encrypt,Let's Encrypt Authority X3,2,326006098626945701181108533070562874239762,b'sha256WithRSAEncryption',b'20201229123215Z',b'20200930123215Z',Other,https://test.bayoucitybadges.org/indexx.html
